,price
291380,4495
201068,7250
169507,18870
194410,64999
141928,2500
265253,11200
233486,9999
413059,18997
318430,13400
270366,16000
43899,19500
10394,29987
247895,7999
155064,13990
299359,8000
314977,36990
382305,25999
280730,13997
387141,18590
223703,14000
395120,17995
394087,21996
218944,9895
349881,16900
136708,13995
210359,17485
69839,23284
390570,39995
153864,8000
201964,15999
339676,14700
13828,13517
148643,27905
198116,7888
221489,6500
224333,6654
391043,20590
389646,68995
409513,23495
318855,16980
398028,19990
14791,7488
312059,35990
324074,8950
297996,9250
10647,8995
133001,15995
138087,40590
266253,5195
352463,22999
62302,10773
411436,40990
179700,38990
406598,23495
278735,6999
353283,9450
198547,19950
386987,44999
282736,17395
257680,7000
258468,7929
166616,10950
256893,14949
170012,44990
39421,13995
402743,59750
404274,5500
341355,19000
336898,9995
353692,10995
342196,42999
31072,10995
375777,33828
390105,14000
373879,1800
159553,5650
384718,19999
320818,8500
9665,41995
23965,11795
196290,36000
295592,5950
338608,18344
260976,6495
185937,10991
404583,16440
54113,9950
312125,12995
355758,30995
29988,14992
190373,16990
98654,33900
356365,9900
251538,9995
273185,31999
404754,21995
167057,9500
60799,37900
405149,25498
314199,13750
334480,9995
311958,13999
271443,20990
380652,6995
232612,13995
60396,13999
21197,18449
231590,26360
338226,42000
60493,10000
15490,62999
111628,16999
197292,17000
390303,27900
423710,9495
111189,39999
96320,26998
286234,9999
195685,7900
290550,24995
39542,59845
180123,13997
88875,4500
166431,13950
202665,2000
219760,15590
400923,15995
298238,2000
243624,21957
30422,20990
36428,275
310609,8900
8312,6995
228244,11949
86350,9995
329767,14995
280481,6695
322475,19995
340258,11996
289773,5900
199311,16777
377324,24890
250663,36968
304004,24995
208129,8000
8525,10999
365726,5400
201265,14140
317486,54999
223075,20995
286297,15999
306602,13495
34031,11995
251655,5988
280479,75000
92841,6623
247085,13995
55272,32950
169797,6850
296015,49500
48500,25500
5264,13990
172750,7550
390054,12995
409288,17995
155622,55999
32618,377
407222,9995
384758,26998
249919,1995
141008,44980
240700,14000
264955,7000
5621,15997
69207,9900
7671,11992
197398,23500
312397,13908
354184,7999
81221,51999
419401,8900
182247,30995
352746,14990
357261,13999
231712,4989
211127,14500
422914,39590
186966,5999
343257,16590
137020,5995
218791,26995
107772,28991
278115,7988
223634,3950
232126,39997
117470,130
200150,307
388092,11295
209616,21900
314551,22999
7361,8992
287667,4995
419216,4497
327337,700
378933,6000
32628,27995
404557,5450
402810,1200
59326,14988
251638,26999
175125,361
362626,8488
66753,24990
221966,14995
12267,31287
275765,19999
373768,28995
275549,8900
144564,33998
416737,6900
82922,35590
264498,9500
385015,18990
363285,19500
344833,13200
317594,39499
273244,9400
334851,6795
79562,12990
137338,14800
98813,8850
320720,21495
411350,16995
266700,11990
88121,33965
2231,6200
288428,13450
227887,5495
227497,9995
304824,17995
318789,9000
211878,21328
274563,8999
355141,25900
278978,211
385909,9424
124953,22825
399473,16988
128363,3400
287306,15987
300599,5995
31313,7900
178158,8490
205887,10875
377700,6000
102051,9980
407642,12990
309376,25000
301788,12995
318262,15500
326581,19995
385473,7595
391265,4999
166524,403
221814,25995
93646,23990
282508,16500
422284,2844
6829,37886
372434,7000
328722,14995
116544,4995
183194,16695
267396,16990
238353,20000
43431,8500
327368,29990
375552,24990
100726,9000
281166,9500
262192,16000
281252,22990
92354,33988
258516,14799
180227,17995
228468,39999
197638,20990
112838,41999
80174,19888
33711,16995
281655,17990
53243,6700
345887,2000
272564,28900
126074,19899
415600,9995
77739,5500
295662,25000
92002,12495
281332,8995
131710,5505
281673,275
199309,21999
192270,3999
241420,19950
327641,3495
125191,15488
292257,10150
144901,32596
4162,13990
326646,12590
391203,18590
330955,28850
340825,7295
295569,500
417203,6000
249429,18113
190,11999
378926,9990
355607,5968
237807,34995
236185,6988
749,25999
195087,12999
283682,29900
388211,6950
408263,12900
421112,19995
287278,21999
234951,8485
307308,36900
378195,16990
77068,9800
92504,7995
208910,11998
200364,40900
87950,279
288404,7990
317045,6500
229799,7200
173470,5995
204531,5499
215263,36995
89934,11000
328261,10800
403669,18950
33891,25000
207508,19893
165322,27590
187093,18800
362990,22588
314574,41900
387779,34337
414667,20590
111228,10950
225828,7600
102110,12950
369844,20325
145265,20900
134525,26990
306601,7995
85387,23999
311690,11990
242591,16417
228250,33988
314396,14475
338838,7868
344477,5000
45631,7000
230603,16990
363679,29987
369707,28721
330260,12995
297989,41995
242772,25800
235465,25900
56109,13991
260539,2988
158513,24775
289063,29590
301453,3500
229566,10287
421187,3900
95579,5995
204186,4999
16273,51999
144077,9650
114145,13990
301323,13999
246702,34999
320895,26000
316020,19998
138790,5000
403959,13990
135158,42888
417012,6490
325795,3999
115186,29980
206710,5000
284530,13995
258423,14890
86920,6495
183992,24990
226448,3300
71188,4500
145509,42900
35215,22995
200391,42995
270700,18495
223700,29900
11089,18044
122883,27995
230532,9000
12017,7495
263688,8200
188202,4200
98713,22982
261928,35995
227770,52982
305023,13997
13578,79990
8995,23591
3949,33985
398615,17590
891,24900
224805,15800
192222,16990
230311,42450
191326,15995
241589,17900
2801,18500
318280,9000
288207,46475
334702,16500
130305,36990
189238,18995
198265,8888
250590,19995
419558,8999
321067,19900
361386,34410
332859,7850
236327,40712
4169,16990
254759,23596
303962,5695
209181,7988
398677,9700
331654,31999
296326,11643
158727,9000
166755,5495
350628,12995
275328,29500
56929,25950
110349,26900
2783,24980
368541,296
181132,13998
155471,12950
357463,8950
362325,6000
411936,18999
386820,3800
157299,3800
287437,32490
226787,9980
64364,14990
162113,7999
401866,28980
139593,21912
35452,16500
166472,29990
195610,8999
258763,16950
396648,1650
160264,11995
417452,31840
186228,12495
143520,22995
334075,23995
254607,5995
220010,13950
382082,10999
335997,59990
29247,12580
225415,14500
263141,6900
322534,34998
285683,14000
136176,8900
410400,33999
284397,5295
276176,15995
378517,25900
86736,9499
29810,34995
76089,7995
267568,24999
325832,12995
362842,11900
356031,23995
98446,43986
29571,15590
379268,3000
272561,10500
30851,14000
263655,26584
323463,6995
333619,4995
285318,10975
392207,12498
408008,15950
89104,19395
207068,20990
244527,9250
258131,10500
213413,4750
376297,40999
86222,18878
87293,20590
182077,17995
196469,23995
230060,19000
401811,29500
215749,19922
292404,16650
280219,64900
159221,13250
163334,27990
353627,37980
185621,650
53615,17998
412113,10999
57556,26000
125970,21000
38664,11900
233294,5800
390507,38995
255738,43999
383554,28900
52745,9000
416777,17995
285315,12711
382558,22689
355342,7500
249212,10000
392301,17495
409127,9999
11268,18075
190210,7700
220482,12995
407109,12500
421087,6395
187941,3700
400736,10999
281685,14590
302003,15999
263660,19976
8944,29992
284183,11999
262257,8000
265268,45000
192378,24595
419770,16750
321395,14900
245697,17998
93015,54900
200794,21999
298212,2600
374653,5850
413261,15900
216803,6000
147082,28885
378965,11995
220162,46500
111865,15999
346221,2900
152114,26995
257128,2999
326934,5995
210649,7995
142208,3900
272747,18988
267731,15500
366800,14995
366806,11499
297364,35995
230839,3995
112997,8999
136164,20990
418336,15895
422317,13990
269550,24950
20026,20995
367192,16861
204092,31999
36385,7450
346007,10990
113371,17500
73638,17995
86545,9997
246979,349
381519,9200
418721,22994
328745,39999
394499,6873
65385,23500
105200,15000
406706,29985
1788,18990
217306,6995
408948,10995
31216,12495
408712,13990
774,37999
127086,318
327165,8900
200568,28900
345016,20999
292810,15995
322968,12999
390971,17995
282678,22244
188040,11495
103783,3800
353345,12500
390710,31997
76356,10498
357814,8500
145223,12999
376472,2800
24169,19999
3677,12000
220917,6995
368640,18990
420748,5000
304030,7995
2725,35000
338707,15976
2229,16980
297770,9500
268319,14980
190105,8495
242322,9484
423084,2995
266854,21500
328115,9500
215622,13995
39295,21590
199382,13950
390077,11250
161353,39998
245487,5995
189547,13200
183147,11500
291272,42900
232631,13495
169536,16999
319683,1500
221646,17662
287750,67495
399914,24775
129944,42990
99036,10995
31451,9500
226846,13500
373648,10500
310621,13995
237209,29995
412652,8995
32623,348
291400,21990
344245,14995
293391,28950
393674,14900
249324,27500
222197,12395
2266,28499
7677,13499
40867,6995
215513,12500
288918,16995
202493,5800
279171,10900
203332,22000
182631,20000
242318,18917
97054,14990
187871,27995
379972,17311
41224,11500
52690,9999
202423,51903
226418,20988
248923,11995
413971,5995
245763,13999
79695,14900
384365,9490
326128,19995
74459,9495
116492,30995
388294,7995
29268,8495
391319,15995
12984,27449
157067,14200
300779,9792
4315,7495
356655,55989
278198,19989
314192,66995
209297,19999
209351,26999
202904,10351
312816,23998
256906,31000
248074,16788
211807,16450
310879,24998
390137,7000
334475,8900
413752,15900
272507,13495
232250,10695
355657,48988
388303,17907
23671,15720
272164,18999
381166,16999
345954,45990
382775,9999
71401,48509
409911,11995
299954,6995
193324,6995
336462,9652
389125,35000
412840,42988
237629,17385
343757,8500
229817,25990
305057,6999
319027,27500
105000,29998
399687,35995
244547,18471
376149,6495
282581,10990
191006,1700
423714,12000
345213,16950
395493,11995
168068,7995
251554,9495
244356,3500
379901,14599
35749,9990
325552,29776
126537,4999
404840,19575
410058,14550
8910,12879
164101,15590
1523,8382
293291,7995
399929,34995
236846,4750
123580,12895
261851,12982
355806,34998
246207,27733
206949,8998
414615,7998
331983,5995
182748,23895
414972,11990
392878,35000
226486,5799
71863,36494
407369,12995
240955,10995
402290,19900
226208,27995
252235,9200
377362,8990
360026,3800
107419,29590
82288,39466
401657,8995
32567,16500
407405,39850
218603,15490
372927,10999
194263,7995
205241,8990
251632,11999
330144,8000
290778,13500
953,26000
70174,6995
214831,8495
33998,15800
241868,10985
286198,48800
394847,9999
391471,16900
286424,16688
178676,2950
409004,8300
271422,21990
330671,21995
1166,13450
333326,12785
323046,10899
422532,4900
60063,19950
208134,16981
236641,11800
299442,12999
282398,14745
356682,7400
8822,36992
246612,29988
296098,29499
299952,3995
306245,35594
111263,18999
383714,5495
365678,5999
53410,48998
388691,15590
56949,27000
365653,18400
137303,7000
41534,6000
295315,6999
406663,12582
226867,23995
377507,11995
214556,12450
299131,21995
400135,14995
222577,16990
353820,11835
323972,14950
395938,1000
92483,7400
152136,4995
200016,40995
199475,29950
343602,13924
372414,12000
393217,9865
193927,45990
22796,6450
280515,27695
209250,9995
333268,28990
249466,25788
110310,26995
233925,67999
313062,9499
224465,24984
192670,821
302476,12500
270281,16995
347525,17446
203416,10500
220650,18900
267175,38999
404422,35709
411455,6995
66040,19883
327091,13995
86686,5995
224412,8500
25491,18995
255137,23988
403320,17000
38374,20990
291753,27944
319057,6599
29996,201
169006,19888
200749,21590
192277,5299
75627,13995
405020,4695
243286,22500
340837,15995
351541,24950
414009,9495
136128,29990
4946,4200
215259,8995
364712,16995
183991,4500
337003,27805
289205,21495
379211,23495
416334,4000
196054,18995
208718,22988
119196,21395
317533,10588
25081,79900
370560,5000
238503,30990
261205,28995
145576,3800
6363,12988
410709,22990
205456,5495
299033,116
319331,14531
30895,14900
338977,21990
404746,33998
74032,219
384672,12500
284952,19999
144108,54900
166199,33950
157850,1200
27092,24990
75289,14980
128624,16988
198442,22999
298617,339
204294,52990
57358,15599
301296,9979
414947,4500
240545,14900
183572,12988
274932,10999
235329,13565
273216,36990
237109,14995
358506,6995
354353,14999
97582,11900
52369,7999
221985,18995
398936,17000
60050,5995
416583,16990
7067,11995
107092,19000
285888,8895
349835,10500
244387,16500
422030,7000
126514,9498
203989,9999
89056,12500
171239,13524
215331,14000
277301,11995
412748,9900
88949,15995
52851,40995
334107,17400
410435,8995
303853,9995
295878,2250
254698,50875
350523,298
412343,25995
372399,39990
138824,15997
92553,31590
346286,9950
359180,7495
189359,51500
190686,12900
400620,7990
393614,20495
283429,6214
254499,37900
206984,9999
343070,9295
245092,998
29428,14995
250721,16900
377471,19500
412981,21556
2988,14900
263326,35995
358334,3800
366059,11999
59141,7410
381315,36990
118610,9990
296038,11913
329822,17495
33372,27487
371171,33988
231776,3795
392028,30746
38209,8000
257316,4495
289105,9990
327042,54230
84496,34250
380422,39500
274221,2200
236737,31995
365353,26190
264791,29995
281140,11995
207011,27500
161190,13880
212183,3200
281897,7950
338851,12950
390600,36999
32139,27997
117466,17990
408604,4295
218030,53126
208313,4000
104202,9500
156317,16500
251078,17495
269239,8991
307875,5495
193362,7995
416140,29340
288045,8999
328234,22900
195115,40690
45871,48500
215518,6550
248299,11998
395516,19988
305149,19500
294174,16590
194320,45780
397381,11995
227702,20750
252540,18998
258407,9985
303796,7850
95334,26750
325176,7500
115446,17995
123835,2100
314376,9000
242967,9195
406152,11990
61061,10700
187304,27990
3663,29985
154211,41997
333830,14500
242347,7995
343754,39900
193869,6900
116819,17995
142411,44843
316502,31418
383436,8995
140310,13999
143567,37998
100360,72895
276940,23998
252583,26995
354570,9995
306485,17805
287042,37995
190188,5500
386620,10999
40237,12990
11878,17995
305414,40590
420101,18895
123858,16590
334011,4300
422616,19995
271524,15990
209769,8688
192440,15900
414956,600
215090,31907
145620,21999
82750,12590
187694,4395
331677,54999
77962,34999
326203,15595
246374,19995
239720,32200
298080,12995
417599,5500
360606,16500
227111,15990
80361,5995
413224,22492
272272,25999
273273,16995
268416,17437
396836,9500
24248,3150
177175,12999
119864,12495
282724,17500
393318,6995
11763,12500
412164,13995
74097,23990
57649,31988
5736,8999
298482,18900
361327,12998
29921,36590
127491,49965
353959,7487
374329,12900
94530,14998
313635,15995
287849,19495
391893,14990
411768,16187
120817,43988
183491,12499
182055,35500
262514,19250
261634,19750
389903,17895
243732,13900
283007,16995
81763,25356
400073,12995
258493,26895
289674,12495
345001,26500
235350,16990
396122,6995
4632,9995
250586,9500
274397,17400
232719,26850
240087,28665
268085,38999
5131,6900
384077,27998
144810,32382
109445,10000
313667,7895
77177,8995
393111,29900
7630,19989
136923,283
162594,31995
115761,15778
98037,18990
264543,5000
257682,2500
92929,9900
355880,16998
260347,17995
189149,4995
339518,20900
4673,18914
199652,36999
409400,3900
300890,12995
141049,25000
1858,42999
241245,12900
212210,7500
240171,16900
210396,16900
252554,3995
353817,33405
242042,9300
286163,10991
392226,6995
64368,13750
318264,16500
200047,12995
252577,17988
270875,21997
127415,59999
291290,18900
13637,43999
182297,13995
274718,13499
326097,36495
377396,8990
352374,5998
140704,20295
404345,11995
225729,2500
61805,25497
141243,4800
29196,3900
387229,7499
335453,44999
53682,6000
107495,35500
187887,10000
333415,6700
17051,2500
340027,8925
213129,11800
360841,16500
155642,10895
337193,40999
94924,15500
71564,25768
11677,2500
189283,18500
92865,17650
34488,366
208002,29900
370172,14900
206758,12200
127949,6690
132967,4466
311867,3000
143550,39998
205163,9989
229649,20990
169141,27985
213523,8700
30620,16777
401377,5999
184628,27495
415226,3400
220828,14977
187709,3000
107741,24876
324622,5900
236058,8995
166016,23450
290867,31988
281886,18990
258760,12925
193645,29590
22745,15995
40495,33390
294471,10900
295023,16918
15951,13950
292124,6200
343223,15995
174467,29999
81894,212
204239,17990
119569,995
276993,11000
345579,16590
386183,32900
356607,6999
240411,6500
5297,8499
346623,13990
352585,33966
183634,5500
178698,42999
407912,2495
287597,15995
381809,12950
175562,7000
379614,39999
288303,6995
197915,9900
385708,22995
422578,6995
275181,8900
310108,19900
348785,38276
411571,15251
83572,6499
251230,14995
405542,8950
29303,25895
96775,24995
220443,4450
387471,13900
278808,16700
115105,15990
41334,8499
262483,16499
186720,4250
321787,41990
283034,11888
144829,21990
389862,12750
212548,13200
232120,26997
198776,185
397545,26995
208535,12000
127876,24995
345893,13490
154883,43400
155090,17900
225961,12700
388629,3200
406624,15900
310023,15998
109455,33995
295507,31900
317327,25000
347083,9995
175520,16999
225266,6599
387851,26500
213127,16499
252110,19877
274308,13495
187866,6595
303243,28997
164475,22590
334647,7995
189059,2477
331241,11399
41659,6999
131510,20488
157496,7990
38399,19990
418684,14950
300427,8995
123467,17995
182018,27995
380109,51000
389964,18715
213522,31950
37878,41990
307208,8900
351596,26995
213290,14899
154861,11995
271108,8200
92190,8900
389902,3500
363857,18995
286742,15878
184685,12238
170162,22500
350965,24997
341656,7700
82710,24990
401579,6999
226284,6900
254973,21466
306145,5495
281558,11999
92170,15590
210111,16590
305697,25999
160599,12888
407946,18995
415274,13695
215447,12995
393929,18981
249874,6950
41430,9395
114780,21400
380281,31999
86978,13900
7350,2500
170391,328
389396,5300
408710,14990
27323,29995
195540,8500
180343,9499
323242,15990
330100,15995
21676,8000
379565,4995
254113,16000
310406,23995
337171,12500
262268,11495
143964,26998
146288,12995
168623,24990
403452,38990
386804,38999
404559,6650
309678,20800
142676,19995
302218,5995
222056,14890
360317,12995
223148,19895
116763,14620
107370,1000
378493,19590
193099,16490
340893,6495
325390,19590
212813,16400
293688,10745
239275,8995
219268,3850
349018,22500
190685,4450
296120,15000
270621,5999
230874,7495
241860,6995
371053,6500
327220,27895
12544,6800
363945,6995
293254,11950
118831,11995
277144,6900
188135,16297
385184,35995
193700,7990
390015,37590
118723,8900
269170,13998
21150,18990
242655,18777
41549,26990
232457,12997
93909,30000
177323,5495
346495,19995
144540,17990
337689,35490
352363,34995
389968,3500
294528,8000
275585,14000
90720,10891
330783,14500
306766,4495
234901,17995
281566,30000
295632,8000
119365,12495
236240,17999
397108,30990
238519,14990
257384,16995
289108,8500
138617,117
285311,16499
260689,20500
393496,6500
217771,15895
398485,10998
396455,28888
71534,8500
279047,20590
379994,9000
118278,6600
193451,20950
409342,22995
422428,18500
122587,17507
155226,6995
332942,7000
305969,8400
25827,8500
412956,5495
118824,8250
347146,17995
383153,18000
397588,68995
189480,7999
256105,8995
297422,343
115012,10995
113960,55997
302391,6995
91964,14990
320502,11499
373671,9500
338821,12950
263610,18500
380796,7650
8435,11998
33379,16500
287591,12498
341647,6000
209579,6150
336692,23995
309679,23600
190670,5900
218548,4999
353952,67999
365808,11990
214341,8999
214173,29900
398243,14000
381344,18950
380919,22850
279504,6997
422546,4495
335918,11888
368915,22798
348425,8500
394607,54988
354200,5995
9330,25995
266495,43274
195487,35247
339438,11900
346996,5995
363993,13590
353486,53999
336261,21990
29241,11795
249062,29900
213779,9950
184915,25495
6231,11880
418181,15400
216074,22990
253943,569
386667,17900
338871,28995
200780,45988
60370,5995
336461,22455
419168,5900
330328,12995
138925,29950
197750,36600
231189,2950
295413,10997
389263,6495
234737,9500
413398,8873
289320,24995
355234,20788
366763,14800
16295,48988
310857,9998
366294,23988
231539,1775
37117,290
133727,16999
34540,346
317710,6000
258879,21990
190916,15990
382974,1200
120976,7650
45527,2000
391751,18977
316924,19590
48121,59995
406712,39488
143856,27998
321696,4995
25632,21995
405259,12998
130152,7995
400853,5995
332239,31998
394155,13699
336155,7500
127112,27997
115271,7995
402317,29999
383450,22990
294149,42995
91748,14950
6586,18991
84459,26577
192160,15990
111861,19990
166267,444
61403,52999
290111,12500
207336,4650
78262,37400
355405,34998
29542,22700
384502,9995
280903,1500
347502,16900
266668,29950
274267,10500
339714,5500
264388,5000
316010,72999
73025,13900
327976,59500
336073,26989
11119,24950
375000,10995
95750,17995
116031,7995
295475,10995
254934,8995
4275,24450
338837,8995
403143,15449
285156,15995
397515,11995
165345,18980
332253,8850
199805,8695
55547,8999
157796,43985
379157,13995
282186,12995
140159,32200
40124,5999
273614,34900
262702,9995
210116,9500
320802,54000
352589,13995
240068,19995
403742,17990
119792,21995
339268,7995
418374,27990
389210,29995
355943,11995
165639,26853
152133,32495
145297,12000
329579,19900
363101,24500
156278,16980
280442,14498
403703,19590
406572,11200
287644,19999
101406,12795
358670,10995
356722,28900
9419,3600
200247,19995
268212,30988
179551,35493
324013,15950
20669,275
422225,22995
98672,18895
164634,42968
87974,22590
98468,12994
409289,26995
241812,10695
115759,44999
33566,5800
182380,6100
262445,20500
420,16995
411740,6000
62056,11400
316302,8995
182206,27495
114934,10500
7187,42995
346482,4500
261460,26870
194250,15500
276374,8500
209,21970
326918,17590
401868,14500
5779,24990
18906,10995
410509,31750
249060,12950
225876,3600
194488,5000
77842,17900
193617,8850
192636,37990
290547,14998
314718,17777
309855,22950
128674,42900
244904,14500
415015,11995
420201,18990
209737,13500
270131,28500
184927,26495
257163,15999
408296,18999
2063,42999
406917,5500
403224,17997
255991,5800
160164,7500
341502,21987
261741,21000
235888,16995
189494,7499
291873,12999
84239,5999
345349,26990
49693,23393
243375,17995
404993,3300
339532,14999
227226,26900
347671,29900
417108,4995
156338,34999
410971,32998
343930,14900
154464,16410
79428,18995
146545,27988
395771,29995
330966,17998
400150,13995
208990,3995
388186,9350
400176,9995
147013,5900
386231,4999
320869,17495
16737,12995
278053,5999
241901,25900
380873,21990
180490,5300
325873,21590
294368,292
51898,13990
345699,23000
305290,41995
271096,4900
249967,8154
358295,14400
324073,5450
389494,16980
212902,28990
44488,7900
421490,13900
239766,12985
319998,15990
309073,14997
307612,7495
406189,8990
111903,34888
186068,22500
420547,21990
232235,382
352207,258
293135,18998
404264,16500
223840,18995
267774,14900
357849,25924
130656,11970
302966,13990
243435,16491
399809,23995
219530,5295
345998,17800
369393,21740
358173,16988
137348,15410
125629,12999
318930,38975
52106,5500
399990,14500
186640,16500
257265,29950
311600,5999
310464,8865
200514,17000
92538,24500
309465,17590
209231,4000
126405,19977
96795,17195
157700,27985
299749,7495
342801,9200
206116,24969
20096,9995
422618,6495
53310,14167
398955,17950
336221,11980
116592,8777
378311,34990
250126,3295
295215,22995
379362,13299
100413,19995
237128,19950
251331,38000
392820,17995
54509,17595
253254,100000
295667,34995
411445,10995
299707,18900
191476,15990
288645,10999
346619,5750
296587,45995
214290,2800
331631,42960
232163,14815
166248,41721
28671,6995
35351,29797
230100,22949
146820,1900
283974,23900
269487,35000
254922,33990
419127,6990
170664,34500
327770,23900
232173,4395
119949,19617
334564,32914
320371,14900
220564,11306
210060,10999
9636,13000
331538,15598
355110,29998
243209,25995
123320,319
304892,11875
343254,16000
182795,1600
306887,35688
295127,19999
423628,5000
240133,16995
2591,13998
210213,5995
66006,11990
39548,154
271647,28695
347093,4495
199017,27000
198596,32995
316366,2800
273735,9400
273903,6495
113537,24750
419163,29990
313994,29998
213730,20499
37273,43995
247388,34995
185528,20990
119212,9500
205991,11990
412279,2500
186937,25995
336281,38900
215648,13986
270152,14999
11768,28900
60156,16988
940,39995
166938,16000
401429,21999
84736,13130
224007,18599
6182,18788
325755,25500
268879,7990
314547,8591
213157,22950
127990,6300
198479,11900
873,12995
119535,5995
221588,27500
108135,17995
233932,11900
124834,12900
347938,10500
1931,34850
84344,5200
100039,24900
405633,20133
82210,44995
330487,29995
339634,7000
16356,22990
329920,21999
129920,5000
167451,9995
274394,16995
294065,17900
318017,9895
322581,25999
317329,13746
249005,10950
346633,68991
297790,32931
356112,13830
325291,17999
213932,9995
244088,20950
160007,11995
301381,14950
267522,21990
275818,50999
290368,15991
378377,18995
384866,8495
278001,13900
76341,12400
190411,7995
218778,27990
56176,13995
366190,15995
200363,1800
66071,16980
244146,13688
410022,12991
54552,33900
207381,6000
53683,22990
236127,13952
30574,46870
236932,6995
415975,32495
404037,2000
337791,12498
53944,11495
410679,18900
8245,14551
88608,29600
220352,11995
379465,13995
399427,55995
380547,7102
182054,2500
197559,9400
200852,17995
205774,17950
331299,18500
187010,39954
208684,15995
171238,12692
166650,176
394084,36999
265746,17500
259124,3900
72695,15000
316460,273
355403,386
147861,6600
4126,5795
202483,5900
229186,14995
84814,31988
328594,4000
273603,15900
182105,11995
309097,38900
294349,17597
203388,33990
398183,16500
396143,12995
136101,47743
348126,8950
3300,21495
386493,6999
341261,4995
304724,5599
404844,17465
405740,43990
114062,16250
229258,28990
403254,6500
226105,13990
409037,11649
384684,17900
17301,18977
419837,5699
92396,20990
311809,16995
252625,16995
157164,22388
173248,6000
112524,12990
273229,20495
10896,9995
296370,3495
65350,20489
315406,44999
254329,10995
386223,18999
298711,9823
147263,15999
333842,2900
160631,2500
190440,14788
306370,24900
97702,31995
143751,11500
341858,6295
109799,24990
169919,9500
321593,8500
159488,17990
23578,2000
276466,3500
323219,13500
201918,12999
212042,5950
351858,28985
204403,39955
143993,39998
189211,14500
328333,49995
303758,19999
299967,27995
303144,9987
404530,8500
6642,8999
238885,51000
2461,22998
277479,16500
345309,21950
337804,600
122173,15995
110061,26590
45203,27990
359925,5950
200880,8995
335179,10800
410284,10900
333600,24995
209411,16495
199184,7950
403160,9997
376109,18274
188403,11590
193604,25300
140101,4200
347192,47368
138344,16999
262161,15200
333612,4450
246061,21983
385891,10500
265405,20000
119824,17995
224314,23990
338835,8979
349358,5849
306632,23900
33442,29999
403422,24995
95854,13999
339450,7500
1398,10600
252473,32995
259079,19590
203079,10000
85635,30899
252911,9995
387553,18337
386715,18000
364762,29977
393086,13995
200203,10879
389533,19995
301435,11495
106402,4985
239701,18999
374384,11500
415531,5995
88747,18892
195951,12995
231403,4299
350396,19500
208820,33980
92218,9900
416787,13995
217069,5500
146517,10995
241625,10995
367961,49999
112790,7995
250902,8500
165760,12000
2701,9950
217496,18990
75883,13995
259993,10995
109176,11500
413917,4899
181130,51783
390278,15900
422202,4850
275646,18990
252752,28900
240258,8990
350057,27855
214111,10999
221026,8995
232805,5995
156512,39999
165047,49999
316164,39999
227797,9990
8388,15000
371641,34995
399800,7900
291101,23988
286998,10200
235952,20788
156208,34999
32821,5500
233317,8995
224084,18477
203801,11500
302662,19750
253889,11450
28899,3685
280380,11988
204000,29900
58921,27000
275869,73250
367735,4800
62920,17990
243663,6991
328150,12945
302590,5900
62186,16991
382551,14789
258355,6295
173071,8698
186835,12122
350245,18995
189846,19500
411592,5500
197562,29995
280637,15500
4274,12995
367212,23990
245906,17995
405510,36060
181295,24998
140392,34990
164081,5995
256327,14251
334386,13985
234263,29999
16258,5500
220468,12863
190125,33990
407399,17900
387357,8999
402409,9900
127404,24599
341713,4995
350273,20000
41223,12990
238203,13500
391982,17495
262964,4999
34133,23995
200303,27995
374617,11995
247922,15500
328506,44895
268149,7950
227212,23990
273327,26990
255729,17900
256374,18444
290512,6500
256782,2500
390648,9900
214298,9500
105569,7499
304526,27950
358033,15500
255296,17995
44711,35995
92763,35975
229838,6995
275502,39997
294692,52998
218726,373
147773,13750
134959,4000
70664,200
355216,3750
213832,10999
239407,41990
355408,32998
318315,34950
278610,14999
373684,25541
326702,4995
204115,25996
246228,11995
132995,8495
203795,52000
209229,12500
390477,67995
167499,16995
398849,82995
287996,18985
315381,14486
422021,12500
271093,14950
406919,10000
44779,57995
265616,3950
280259,16499
309101,8495
216922,7500
76188,6950
252586,31995
320832,76900
394776,5000
384178,22995
166176,8995
9195,5990
223217,21000
408269,32999
322829,38590
423598,20990
365945,8700
2925,6500
28070,16495
406835,22995
45054,9995
376222,4200
352008,8200
17243,625
367946,33999
287172,9995
387808,19750
285604,18500
138728,32988
92915,17255
199685,11995
384299,40997
242398,4950
138068,24989
84210,22400
329679,5500
291904,21000
325465,5500
332224,48988
406604,33995
25956,1650
197910,49900
279337,25788
297436,3850
10268,2595
66301,34999
184727,5995
345347,3995
233354,3995
31738,250
304896,32700
82185,22900
1781,35000
233458,14775
179312,24309
146437,9995
219087,18900
422022,11500
410932,3000
85663,21591
116758,25999
301749,10988
328043,33995
410961,8888
375882,14900
187794,4995
290514,8995
280779,6999
275836,29995
19134,9980
13507,9495
145769,22000
196358,13988
78218,12588
323424,6300
64015,10995
312618,22995
257755,10494
321202,34590
370290,11700
336024,18700
1204,51000
74266,16997
357943,9495
190800,10900
114507,2050
309526,37900
195295,19800
251095,35995
215467,6500
295068,5995
235347,4000
139227,3995
379636,27999
33722,28490
329593,9995
346842,6990
329543,12450
139286,9500
251557,20986
411090,6995
148830,9800
209982,7000
189329,8700
216694,7500
136305,19495
329286,14590
298603,5880
309791,2000
1932,17999
406453,15995
146762,22950
72005,7900
143560,32998
267107,19900
312634,28900
383014,8995
338207,10500
917,13800
246556,8950
250930,18595
407030,16500
387051,10995
57202,7000
