,price
59727,8000
225211,7990
247290,17385
76221,15997
271323,12800
275315,23988
377101,16495
119368,29950
210752,6200
65432,5500
26728,13490
377759,38985
408072,9999
371733,3000
280299,44995
54201,7900
144629,7950
78662,17500
397603,27500
311451,19998
404210,47368
296755,500
85933,12600
78858,12893
52506,26990
7010,3699
423418,6990
290647,16500
170759,432
365516,13688
1478,14950
313817,15000
30733,11995
142475,16999
359484,18200
281193,6000
144246,29877
138536,235
55852,16000
395631,15833
249966,34985
324539,31500
331234,23599
198695,13399
296962,9999
190797,12700
279313,20994
6037,9998
254194,36921
198482,9875
415693,26794
362148,23995
240877,22500
331671,30999
270535,799
402965,8497
355776,31998
330149,15995
233242,34999
193612,29999
8299,17800
317832,7250
54206,17990
53469,10990
144452,10999
102904,18888
5556,14700
221184,17995
347410,5995
108519,31979
208453,10449
189194,10900
286517,47550
291457,16995
269471,4995
92297,38500
271580,8300
192001,9995
357609,38788
113716,11999
65687,757
276696,14500
349040,14590
225503,4999
325073,5600
267071,6900
293808,34495
136311,14997
336445,3997
287365,16995
342200,20999
217663,63995
195904,12990
84125,16990
313460,17457
405364,7800
255348,4950
210046,16590
204150,33675
343475,17900
414645,11990
333118,6695
74948,5000
390341,1200
74354,14499
192538,38900
327618,10950
144775,19590
407056,5000
289190,12590
151873,13500
360436,9495
262641,10000
326465,11991
320350,6500
230928,24995
316409,30990
374970,11495
84358,17499
320369,5250
71984,14700
317426,7900
295015,40900
34378,29995
213881,24990
309968,3995
187851,7999
307441,13999
342085,4500
228197,18991
194694,19495
298816,26999
390897,34999
221864,27980
419268,4990
1845,16995
54990,13999
212796,17700
207289,23590
222657,17999
220648,6500
208774,500
24624,250
310250,9995
298681,19665
420548,22500
269166,9950
352734,21000
280697,41590
189475,3600
352137,18995
411102,19000
200516,14800
224376,5500
380219,57999
236247,61999
126463,4950
199089,15488
3276,16999
127560,3999
37009,5100
358060,14000
213282,11499
115477,25995
208663,8500
355907,17689
155037,52995
121011,15845
297826,17250
236255,14950
277386,23588
416155,9984
337401,19000
237009,22590
232541,7975
397815,2495
143763,15990
285807,20899
375821,21990
348402,11500
346318,8990
242882,10999
265122,14000
67663,39995
356527,15995
286926,4999
329982,43795
237564,14950
312712,20425
345772,5800
65136,19300
116922,47995
169552,25400
195036,26995
30286,24995
215830,19999
346475,28995
316046,17998
301843,29985
68508,33500
298869,1995
165996,11750
407066,21590
297979,14995
136026,12000
303092,42995
383113,15985
298540,6900
76956,34980
140321,8999
213358,27900
229047,23995
124395,4992
289522,24999
273299,10900
314336,431
20154,22995
78718,15991
396816,18881
235419,8400
140557,22284
266061,9400
121714,10500
283540,9888
252291,4295
356249,9995
214386,8600
200540,16700
252335,9500
189208,13950
230165,17990
386756,14980
168838,5988
351197,5997
388993,6995
379297,16990
231074,17995
9280,17495
192048,42999
134892,16250
270654,6999
303572,7495
257815,15000
133057,14744
71912,17982
230494,9128
60500,8800
182965,14999
328299,19999
224328,20495
5609,6495
5307,9999
252159,18997
322346,8995
4990,21995
82260,17425
326656,11990
366500,15995
74824,25980
39306,15210
258448,34840
401230,16910
298411,37895
31123,10988
277131,29900
93512,17500
355749,49995
241540,11995
393471,10900
257509,9700
422645,7995
291856,42500
87244,7995
315984,6499
337675,34000
390348,12500
153463,19995
255587,5500
353590,11900
261667,16840
77993,14999
14962,35988
88095,47995
25649,4497
348805,19900
202331,5995
59874,15900
339174,22590
331292,8995
283631,24995
164326,41802
152045,32193
202919,9995
385565,9000
235667,8995
133100,9995
290134,6500
143122,7453
235052,6995
1313,46999
250073,6999
292482,18950
404001,4750
334355,3990
199055,19300
247455,8499
390014,2450
325494,7499
379319,14599
185527,21990
324482,6880
205737,20795
386181,48800
290871,16420
296658,32997
164721,2500
325253,9695
420155,5495
330288,32200
248605,8988
188260,8450
87085,6499
251745,319
154002,8000
100210,6995
369820,9999
290970,10400
112782,8588
216854,8950
263978,11900
61615,19590
339639,23875
420031,16995
193972,57997
204435,1499
406456,35000
2125,66999
52319,18990
253981,18990
5641,13500
246759,18995
170669,22500
6280,12550
391367,9900
336765,16889
18614,2450
297486,17850
168470,3500
403878,4995
251696,39500
259260,4495
100862,26500
271360,5350
205732,34720
5863,34999
131583,31192
331770,33989
26258,33900
367283,62999
30046,27990
139672,6000
411730,11499
315500,14999
323646,22999
217499,19999
199843,17500
311134,15499
308524,12000
275750,18995
203294,6997
207553,9800
290363,21952
301464,3400
268305,25995
16532,332
196099,4500
134551,40990
379826,18250
171334,17999
97351,13995
386313,6500
344078,27995
416899,12450
5160,1770
279801,20900
214984,1900
339878,19990
242462,5550
410369,17999
292309,4000
59788,3900
350246,10250
115266,3900
238022,19590
389728,8995
135997,11450
420438,14995
196995,25995
414149,8100
106099,20990
172782,26800
270112,1800
288409,39990
290410,33950
246134,7995
380189,17000
68070,15989
174407,20518
58375,6000
302745,30950
7305,14250
35273,17985
330255,27990
248688,11590
161799,49995
158064,16900
271136,9100
32884,6300
422353,13500
400765,5000
400608,35000
343234,17995
292545,16999
288965,18999
233846,12980
340860,39999
226271,33820
15072,17995
323506,16990
409070,8450
57056,10500
188397,13995
383523,17995
154256,56997
129704,38988
146189,52999
313469,7995
234494,22900
156272,49999
249600,20950
238084,32990
243262,39995
289997,4495
410219,34995
228052,34990
384070,19000
233650,17000
235063,17900
387583,10337
345246,39999
316738,27977
366424,75000
204645,11900
234967,14995
338534,25500
185521,30990
115463,20990
329025,20999
333904,4200
394293,17862
199073,9995
383232,17995
131606,6984
30268,5489
359788,13999
262993,10995
250221,11750
211173,14995
5712,16895
175922,32999
12304,6800
43857,2000
398027,42995
354676,23000
372476,17944
347443,32161
216127,9990
2691,18450
155065,17997
23990,5999
377094,19000
34600,15000
270847,19995
383624,7500
338573,40000
34699,4375
64221,4150
86661,39888
287455,16999
303356,57296
65679,19790
409759,2200
410522,35995
421514,7700
374929,9299
164592,7995
115399,27890
353577,14900
29198,13999
376023,17995
279312,11995
239828,18900
255639,9988
91204,9450
190799,11754
236520,13995
71370,8750
203434,11900
392400,11800
217438,12488
410566,43999
37113,5900
360438,20588
81958,44999
233224,29999
312568,4999
35115,16400
407102,16990
351517,13850
229248,19921
225959,5900
332341,4499
345127,5999
4341,5900
258868,24958
67660,35995
390450,39995
310883,19800
224635,13590
144766,41000
327713,14997
189402,2500
292447,21999
8266,16991
7368,35495
11561,15689
93165,9995
145697,8998
261597,19990
238720,9995
240711,9969
387867,9950
283091,20900
378555,27995
212874,22999
205287,9950
352373,37998
133015,27500
66368,25999
405477,18995
20575,29995
134321,12799
42580,10986
236780,34995
419951,277
280675,4995
382425,27990
238544,18990
256661,33985
189917,9450
5728,24999
185055,9741
13582,19995
351006,30995
57501,8995
6710,6900
388121,8900
374155,32995
281062,5999
255203,22422
264998,34500
422417,7895
10192,44995
411725,28750
281073,17000
83356,37701
179995,10500
298788,15800
335575,35995
191545,16995
267481,17733
406595,4700
264788,9359
208615,8995
169556,13991
174367,25991
328036,27991
63641,9987
317662,12500
148990,18995
286479,3350
25117,13595
285968,42488
124954,26650
9682,14995
79410,20795
83662,28960
208747,13980
364935,265
166200,19990
277564,3495
99498,3999
376264,9495
179660,16995
192106,35500
283601,7900
291313,8995
408727,18990
273513,39999
285022,41990
309790,14995
284478,13888
219168,12477
165091,10480
29689,24980
90080,18749
312955,24500
240446,20990
183950,21500
334651,8500
3523,6995
49108,33990
156746,15990
182063,4999
185211,5400
158470,21590
402066,4995
215316,13000
263033,4995
274586,5995
146222,35400
261121,12450
82532,37999
356563,7500
388488,7995
230286,27921
239283,8998
339784,3750
374980,14999
235249,4400
256003,5988
361368,14900
186978,4950
65400,62999
136689,3999
142482,25770
400600,4500
224051,39998
312305,19999
383692,4695
380860,20490
422763,10200
200153,23990
408393,16100
343542,13950
197687,1700
39215,257
319732,16998
248019,32995
369598,57950
300793,19995
244287,3450
252504,5800
358446,7999
72580,7777
63058,15999
357983,5300
305411,11900
79886,36999
423734,13999
194932,14999
306363,19875
142601,7900
186926,23995
403877,7995
316150,33995
405797,12000
409338,13995
143487,15495
332805,800
184529,35500
243787,12000
372312,40893
174302,17995
275205,59981
333123,8499
334401,24999
95681,39990
60454,2995
349679,22995
397140,12995
263327,31995
420528,23995
365268,17000
276101,4999
275285,16759
413567,78999
22463,16395
190036,8999
131366,7990
128491,1300
292722,5900
179423,9995
339551,449
284490,28500
109944,12995
289557,7500
205572,6995
305148,28500
341459,10900
366998,69999
326321,19995
409958,5995
186916,31495
72595,6500
182384,8591
298851,12999
325464,15750
196860,32950
365055,15985
404626,15999
384092,16750
286795,82995
234773,4690
314670,14250
289220,34990
152662,5500
315253,17000
372526,26900
225097,12995
248526,1300
267767,12490
43701,10200
135910,9995
65565,23000
306463,31500
406715,23995
270202,18500
400464,39995
265984,20590
404982,17792
205708,23000
332703,22995
235209,52995
30506,29995
291844,20000
207387,23806
153323,13900
216743,52980
152663,52619
253557,13990
349697,42888
116574,46995
373614,13400
379591,14500
140202,8000
242264,16590
258114,15777
65360,13995
130065,39990
332289,8950
251106,11990
34060,8700
252981,26990
392,14995
409910,7500
417715,8995
85393,30990
193971,12995
193951,23995
323797,29800
128803,29995
232212,12900
54141,6551
382891,17988
238616,43950
326680,8995
119358,18595
13816,16990
87932,5480
36514,10995
282187,1950
82774,564
18923,10995
196819,32950
232770,25995
207735,16000
280831,39995
382896,329
140700,23995
226157,11850
1015,6495
191587,3800
255350,7995
229546,35900
215148,27708
105350,43900
312074,24995
240098,32995
412723,25695
226935,22988
19244,8000
111104,11988
33242,6495
191742,26995
201178,29990
414793,12550
90220,34792
303354,13999
119887,12980
137516,22590
301309,14995
324743,18750
242386,15400
128960,9600
31661,17298
345410,13995
168848,9998
44670,4950
135747,6200
333923,15488
111,10495
66551,17500
293227,29995
385273,23000
126842,27974
98665,11998
68401,19990
71532,18999
246350,19590
105425,8980
338008,24395
200393,47995
219316,41988
317027,26990
407291,26495
273538,119900
70007,7999
75505,1500
23858,19995
390703,16995
341499,6900
418112,5900
301966,15995
124729,6995
269084,9750
86730,257
236057,6995
159637,29999
218729,19995
88676,4900
22772,12999
126462,5450
7120,14996
199841,42500
331037,11200
72947,34999
175440,30895
68020,25999
308014,13995
41614,5588
51900,14995
401712,21995
275392,19994
262811,38990
338778,6995
175265,14782
301057,12988
80673,5999
97599,44708
396196,5795
284991,10735
126813,13980
287333,7895
220266,33500
202893,22995
1999,8480
128096,6000
5979,9995
178507,5300
137834,23754
209460,28500
340033,14250
231210,34991
198639,7495
236172,13995
379405,7495
234468,22000
82451,10495
245031,36999
233833,32944
223946,7995
351203,7400
318355,6995
1672,7900
212614,15950
285165,8995
405430,19933
84974,7000
330461,23500
286259,32988
397591,11997
278700,13000
413088,23500
386919,16990
305513,32000
138434,33777
242840,47995
44853,16000
310695,16900
294786,7995
202330,7000
193225,8300
204320,17917
318574,11000
282453,24995
315993,39999
170428,14750
371317,16000
281749,9950
321626,7799
145754,23998
223529,3500
113173,386
53401,16998
187175,5997
347427,35614
209004,27997
160005,15150
413620,15997
399259,16996
80023,600
399647,22900
397992,5000
25089,49900
218877,10495
348772,5995
169297,17990
327172,2700
369356,13950
256323,15777
403213,17995
233435,19950
155680,29900
134535,47990
152549,27350
380936,2900
224823,11988
157548,7790
222403,30590
313915,25000
143136,14900
220626,3995
312837,7000
158454,12588
357655,11987
322500,17590
90226,7995
335772,12900
193539,15995
355976,26800
41234,22999
10661,7000
400395,18995
391677,11998
28074,5400
279936,10982
423506,8800
191998,16500
286512,6950
266426,11480
184944,3750
257987,16500
290838,13985
29169,8495
385488,20988
411433,20990
365938,35995
404075,22952
85291,8995
264820,2150
207084,21899
243085,18900
242458,25995
336036,10995
207915,5895
240150,17995
66072,14500
319630,49998
93400,25995
336708,24999
259324,16990
260417,6116
320903,26991
224329,18900
6457,19590
353626,17500
292645,15878
61284,5395
199294,10980
355605,26998
29282,9995
183805,3000
91155,52900
261703,6200
365462,17998
173335,14697
337559,16990
331020,18999
318162,22990
368250,21590
239953,12590
408858,20000
389530,19980
307894,10500
242483,12990
326370,226
335300,16990
224468,8984
5537,8000
95163,11500
399004,6999
156481,16980
99833,3000
389977,22990
338932,23995
238585,10300
117173,21990
298512,4995
232177,8995
232947,12995
381215,6250
130658,9801
270205,16995
278381,15950
5033,18981
11557,20500
184348,8275
25163,21000
376228,2400
270918,11000
30581,34840
171233,10994
354820,41400
95638,12495
246542,33999
260236,8995
235499,1000
325020,1000
135604,7995
201817,10750
261360,17900
411830,5890
180989,17995
225751,16322
98505,11500
3385,15999
321581,39999
83626,7500
74260,12972
11021,21689
362231,7995
334004,6999
255893,32000
317877,24999
313784,25813
189326,15590
298979,14999
272977,13000
380007,14599
56406,6995
102306,9980
284796,18995
97193,6950
296569,2700
241489,10850
221107,12400
329189,11913
410616,12800
265162,16500
369932,257
353655,9999
23659,30995
272394,25995
385505,3000
221761,12995
78485,46999
25740,17995
52122,14590
300404,66450
118682,45980
205618,15990
319455,39998
413573,29999
101233,15998
90573,799
265895,7800
410341,245
10214,11000
58309,32800
290497,21999
216430,15500
32915,11000
389307,14500
344556,35994
247801,11000
303672,7450
402569,12950
99883,8800
223763,11987
191984,17998
389674,9977
5013,12795
392210,18998
270795,12000
201693,8412
204823,10995
60804,10995
383683,17491
400967,6495
392019,10995
377979,8895
386593,12900
418381,17990
353799,34995
300539,38900
76887,13995
214242,11800
56919,17990
96621,22990
135506,16988
404217,15989
211844,9900
82241,19950
327285,22453
255590,14988
234091,6999
381801,6250
223708,16707
289597,9000
63297,17590
180906,8488
361923,11995
139946,37536
303737,19995
268615,41999
122677,17455
353366,2800
305682,6750
366451,26975
355610,15995
358462,7000
316167,41980
102669,12500
29706,11500
414819,16990
385403,24999
300002,9900
81668,22510
409631,15988
404074,29885
397618,39999
410209,21990
24815,16899
335649,8999
62492,7593
194422,46999
321655,8995
281547,8995
87713,25000
216380,7200
294543,20590
284396,18600
303938,7999
399778,20995
187150,17888
263811,3995
292158,20000
389058,35994
204201,9823
2111,10980
200916,49900
256668,10995
323338,14990
383093,35000
195001,15999
21885,17990
180478,39999
122036,5295
421731,10450
379750,14988
116716,11995
154013,44206
193351,11995
322266,500
270088,5495
374675,6200
264026,35979
202535,16596
8186,11992
110311,24995
327814,4900
385789,10995
251049,13990
284373,22500
288242,564
368930,22284
347720,483
384694,15000
35922,15799
196436,5500
382931,9753
87876,18495
197980,46124
208036,15990
391482,21990
295355,10995
244752,14251
270178,18689
281383,6850
388758,19950
339571,11000
114903,27895
24623,35786
185729,13895
293961,19995
182351,4200
264314,8995
203599,19998
75596,38988
82725,18999
294992,4995
325035,4500
351496,27990
241009,28990
298856,12950
118529,29995
232321,8995
208581,16500
374591,9400
187673,14990
120770,14900
261918,28900
355428,16995
384843,3500
259851,11895
318922,45499
274958,14995
315739,23000
93783,33990
98656,9498
281646,32754
216331,53995
267958,16997
292395,7900
306382,26981
415540,10900
144569,7500
84598,20990
155322,35529
156507,43999
336205,18990
261087,8895
302912,8995
30649,9000
412557,12990
41646,29980
248597,5999
207075,17732
275241,7995
